rid,city,candidate,gender,party,votes,total,won,year,position
SOCCSKSARGEN,SURIGAO DEL NORTE,"GALAVIA, DOROTEO TESADO",1,NP,"19,636","308,864",0,2022,"1st District, Provincial Council Member"
SOCCSKSARGEN,SURIGAO DEL NORTE,"POSPIA, ARNEL MOSENABRE",1,NP,"18,757","308,864",0,2022,"1st District, Provincial Council Member"
SOCCSKSARGEN,SURIGAO DEL NORTE,"CONGRESO, MARVIN POLVOROSA",1,IND,"8,150","308,864",0,2022,"1st District, Provincial Council Member"
SOCCSKSARGEN,SURIGAO DEL NORTE,"LIBAY, RICARDO AMORA",1,IND,"5,145","308,864",0,2022,"1st District, Provincial Council Member"
SOCCSKSARGEN,SURIGAO DEL NORTE,"LARONG, JUAN FERNANDO JACILDO",1,PDPLBN,"101,050","762,549",1,2022,"2nd District, Provincial Council Member"
SOCCSKSARGEN,SURIGAO DEL NORTE,"EGAY, ELVIRA ARCENA",0,PDPLBN,"93,296","762,549",1,2022,"2nd District, Provincial Council Member"
SOCCSKSARGEN,SURIGAO DEL NORTE,"YUIPCO, KENT LIM",1,PDPLBN,"86,090","762,549",1,2022,"2nd District, Provincial Council Member"
SOCCSKSARGEN,SURIGAO DEL NORTE,"BERNAL, VICTOR FLORES",1,NP,"85,034","762,549",1,2022,"2nd District, Provincial Council Member"
SOCCSKSARGEN,SURIGAO DEL NORTE,"RECABO, KAISER JR. BALDOZA",1,PDPLBN,"81,107","762,549",1,2022,"2nd District, Provincial Council Member"
SOCCSKSARGEN,SURIGAO DEL NORTE,"CASTRENCE, SIMEON VICENTE GRIAR",1,PDPLBN,"73,143","762,549",0,2022,"2nd District, Provincial Council Member"
SOCCSKSARGEN,SURIGAO DEL NORTE,"BEBERINO, VICENTE JR SUACILLO",1,NP,"67,809","762,549",0,2022,"2nd District, Provincial Council Member"
SOCCSKSARGEN,SURIGAO DEL NORTE,"SERVILLAS, DOREEN ANTONETTE BARBERS",1,NP,"64,153","762,549",0,2022,"2nd District, Provincial Council Member"
SOCCSKSARGEN,SURIGAO DEL NORTE,"LAMBUS, ALLAN CALAMBA",1,NP,"56,511","762,549",0,2022,"2nd District, Provincial Council Member"
SOCCSKSARGEN,SURIGAO DEL NORTE,"URIARTE, ULDARICO JR. SAUBON",1,NP,"54,356","762,549",0,2022,"2nd District, Provincial Council Member"
SOCCSKSARGEN,SURIGAO DEL SUR,"PIMENTEL, ALEXANDER TY",1,PDPLBN,"195,606","363,546",1,2022,Governor
SOCCSKSARGEN,SURIGAO DEL SUR,"PICHAY, MARIA CARLA LOPEZ",0,LAKAS,"159,746","363,546",0,2022,Governor
SOCCSKSARGEN,SURIGAO DEL SUR,"PIMENTEL, JUAN JR. ADER",1,PDSP,"8,194","363,546",0,2022,Governor
SOCCSKSARGEN,SURIGAO DEL SUR,"ALAMEDA, MANUEL OSORIO",1,HUGPNG,"160,009","333,302",1,2022,Vice-Governor
SOCCSKSARGEN,SURIGAO DEL SUR,"MURILLO, PRIMO TAN",1,LAKAS,"110,046","333,302",0,2022,Vice-Governor
SOCCSKSARGEN,SURIGAO DEL SUR,"ALAMEDA, ELMER ENGYO",1,NUP,"28,044","333,302",0,2022,Vice-Governor
SOCCSKSARGEN,SURIGAO DEL SUR,"ALAMEDA, REYJOY MANGADLAO",1,IND,"11,446","333,302",0,2022,Vice-Governor
SOCCSKSARGEN,SURIGAO DEL SUR,"MURILLO, ANECITO PLAZA",1,IND,"10,239","333,302",0,2022,Vice-Governor
SOCCSKSARGEN,SURIGAO DEL SUR,"MOMO, LEISYL TOLENTINO",0,PDSP,"8,914","333,302",0,2022,Vice-Governor
SOCCSKSARGEN,SURIGAO DEL SUR,"MURILLO, ROGELIO EGOY",1,IND,"4,604","333,302",0,2022,Vice-Governor
SOCCSKSARGEN,SURIGAO DEL SUR,"MOMO, RUEL DARVIN",1,HUGPNG,"103,536","831,117",1,2022,"1st District, Provincial Council Member"
SOCCSKSARGEN,SURIGAO DEL SUR,"LAYNO, AMADO JR. MONTECILLO",1,HUGPNG,"100,350","831,117",1,2022,"1st District, Provincial Council Member"
SOCCSKSARGEN,SURIGAO DEL SUR,"AZARCON, ANTONIO CABILING",1,HUGPNG,"96,883","831,117",1,2022,"1st District, Provincial Council Member"
SOCCSKSARGEN,SURIGAO DEL SUR,"MONTESCLAROS, VALERIO TY",1,HUGPNG,"82,001","831,117",1,2022,"1st District, Provincial Council Member"
SOCCSKSARGEN,SURIGAO DEL SUR,"DUMAGAN, JOSE JR",1,PDPLBN,"80,083","831,117",1,2022,"1st District, Provincial Council Member"
SOCCSKSARGEN,SURIGAO DEL SUR,"ARREZA, LINDA ARREZA",1,LAKAS,"65,859","831,117",0,2022,"1st District, Provincial Council Member"
SOCCSKSARGEN,SURIGAO DEL SUR,"PELENIO, ALAN ALVIZO",0,LAKAS,"64,258","831,117",0,2022,"1st District, Provincial Council Member"
SOCCSKSARGEN,SURIGAO DEL SUR,"YUBENGSING, KENT TAN",1,LAKAS,"58,802","831,117",0,2022,"1st District, Provincial Council Member"
SOCCSKSARGEN,SURIGAO DEL SUR,"ELIZALDE, ALVARO SERING",1,LAKAS,"58,630","831,117",0,2022,"1st District, Provincial Council Member"
SOCCSKSARGEN,SURIGAO DEL SUR,"BAURE, MERLINDA OTAGAN",0,LAKAS,"54,837","831,117",0,2022,"1st District, Provincial Council Member"
SOCCSKSARGEN,SURIGAO DEL SUR,"DONASCO, TERESITA PALMA",0,IND,"36,680","831,117",0,2022,"1st District, Provincial Council Member"
SOCCSKSARGEN,SURIGAO DEL SUR,"FALCON, IMELDA CABRERA",0,IND,"22,100","831,117",0,2022,"1st District, Provincial Council Member"
SOCCSKSARGEN,SURIGAO DEL SUR,"LUMANAO, MARIO MIÑOZA",1,PROMDI,"5,136","831,117",0,2022,"1st District, Provincial Council Member"
SOCCSKSARGEN,SURIGAO DEL SUR,"COLLANTES, VENANCIO LADAO",1,IND,"1,962","831,117",0,2022,"1st District, Provincial Council Member"
SOCCSKSARGEN,SURIGAO DEL SUR,"CEJOCO, CONRAD CASTILLO",1,PDPLBN,"80,842","566,461",1,2022,"2nd District, Provincial Council Member"
SOCCSKSARGEN,SURIGAO DEL SUR,"GARAY, MARGARITA GALANO",0,PDPLBN,"72,364","566,461",1,2022,"2nd District, Provincial Council Member"
SOCCSKSARGEN,SURIGAO DEL SUR,"SAYAWAN, GINES RICKY JAGODELLA",1,PDPLBN,"69,984","566,461",1,2022,"2nd District, Provincial Council Member"
SOCCSKSARGEN,SURIGAO DEL SUR,"CAÑEDO, ANTHONY JOSEPH PACARO",1,PDPLBN,"68,126","566,461",1,2022,"2nd District, Provincial Council Member"
SOCCSKSARGEN,SURIGAO DEL SUR,"SALAZAR, RAUL KIMILAT",1,PDPLBN,"62,791","566,461",1,2022,"2nd District, Provincial Council Member"
SOCCSKSARGEN,SURIGAO DEL SUR,"CACAYAN, ROMEO FABRIA",1,LAKAS,"50,543","566,461",0,2022,"2nd District, Provincial Council Member"
SOCCSKSARGEN,SURIGAO DEL SUR,"BALBUENA, ABELARDO JR. DOLORIEL",1,LAKAS,"50,079","566,461",0,2022,"2nd District, Provincial Council Member"
SOCCSKSARGEN,SURIGAO DEL SUR,"NAZARENO, RAINERIA MAQUILING",0,LAKAS,"48,797","566,461",0,2022,"2nd District, Provincial Council Member"
SOCCSKSARGEN,SURIGAO DEL SUR,"AUSTRIA, JERRY LAUREZ",1,LAKAS,"31,845","566,461",0,2022,"2nd District, Provincial Council Member"
SOCCSKSARGEN,SURIGAO DEL SUR,"SAN PABLO, MARCIAL JR. SARCEDA",1,LAKAS,"31,090","566,461",0,2022,"2nd District, Provincial Council Member"
BARMM,BASILAN,"HATAMAN, MUJIV SABBIHI",1,BUP,"137,976","204,195",1,2022,"Lone District, House of Representatives"
BARMM,BASILAN,"JUNAID, YASMEEN LATIP",0,UBJP,"64,555","204,195",0,2022,"Lone District, House of Representatives"
BARMM,BASILAN,"JAUJOHN, ABDULHAN ULLAK",1,IND,874,"204,195",0,2022,"Lone District, House of Representatives"
BARMM,BASILAN,"SAMIUN, MOHAMMAD ALIH MAREY",1,PDDS,790,"204,195",0,2022,"Lone District, House of Representatives"
BARMM,LANAO DEL SUR,"ADIONG, ZIAUR-RAHMAN ALONTO",1,LAKAS,"223,631","266,764",1,2022,"1st District, House of Representatives"
BARMM,LANAO DEL SUR,"ABDUL MALIK, FATANI SULTAN",0,UMMAH,"29,043","266,764",0,2022,"1st District, House of Representatives"
BARMM,LANAO DEL SUR,"LUCMAN MONER, ANSARODEN MAGANGCONG SANI BANTUAS",1,IND,"5,833","266,764",0,2022,"1st District, House of Representatives"
BARMM,LANAO DEL SUR,"MUSTAPHA, SUBAIR GUINTHUM",1,RP,"5,387","266,764",0,2022,"1st District, House of Representatives"
BARMM,LANAO DEL SUR,"RAZUMAN, MOHAMMAD IHSAN",1,IND,"2,870","266,764",0,2022,"1st District, House of Representatives"
BARMM,LANAO DEL SUR,"BALINDONG, YASSER ALONTO",1,LAKAS,"111,704","198,812",1,2022,"2nd District, House of Representatives"
BARMM,LANAO DEL SUR,"MACARAMBON, FAROUK JR. AMBOL",1,AKSYON,"83,954","198,812",0,2022,"2nd District, House of Representatives"
BARMM,LANAO DEL SUR,"ANDONG, SAGUSARA PASCAN",0,IND,"2,494","198,812",0,2022,"2nd District, House of Representatives"
BARMM,LANAO DEL SUR,"MACA-AYAN, ABOLKHAIR POLAO",1,RP,660,"198,812",0,2022,"2nd District, House of Representatives"
BARMM,MAGUINDANAO,"MASTURA, SITTIE SHAHARA IBRAHIM",0,PDPLBN,"157,732","289,140",1,2022,"1st District, House of Representatives"
BARMM,MAGUINDANAO,"SINSUAT, DATU ROONIE SR. QUESADA",1,UBJP,"106,470","289,140",0,2022,"1st District, House of Representatives"
BARMM,MAGUINDANAO,"DILANGALEN, BAI PANGANDONGAN GUIMBA",1,KBL,"10,811","289,140",0,2022,"1st District, House of Representatives"
BARMM,MAGUINDANAO,"AMIL, MOHAMMAD ALI SULAIK",1,IND,"7,835","289,140",0,2022,"1st District, House of Representatives"
BARMM,MAGUINDANAO,"DILANGALEN, JASHRIYA SEMA",0,PDSP,"4,564","289,140",0,2022,"1st District, House of Representatives"
BARMM,MAGUINDANAO,"MOKAMAD, MASTURA ABAG",0,PROMDI,"1,100","289,140",0,2022,"1st District, House of Representatives"
BARMM,MAGUINDANAO,"DIMARAO, ELLAS MACAPEGES",1,IND,628,"289,140",0,2022,"1st District, House of Representatives"
BARMM,MAGUINDANAO,"PAGLAS, MOHAMAD SR. PENDATUN",1,NP,"169,017","292,438",1,2022,"2nd District, House of Representatives"
BARMM,MAGUINDANAO,"MANGUDADATU, ZAJID GAGUIL",1,UBJP,"121,085","292,438",0,2022,"2nd District, House of Representatives"
BARMM,MAGUINDANAO,"MANGACOP, JASMIN PALAMELA",0,PROMDI,"1,411","292,438",0,2022,"2nd District, House of Representatives"
BARMM,MAGUINDANAO,"KAYADTUGAN, KADIL AKMAD",1,IND,925,"292,438",0,2022,"2nd District, House of Representatives"
BARMM,SULU,"TAN, SAMIER ABUBAKAR",1,PDPLBN,"186,240","186,240",1,2022,"1st District, House of Representatives"
BARMM,SULU,"ARBISON, MUNIR JR. NAPII",1,LAKAS,"148,262","148,262",1,2022,"2nd District, House of Representatives"
BARMM,TAWI-TAWI,"SALI, DIMSZAR MATBA",1,NUP,"91,828","179,131",1,2022,"Lone District, House of Representatives"
BARMM,TAWI-TAWI,"SAHALI, RUBY MAQUISO",0,PDPLBN,"86,704","179,131",0,2022,"Lone District, House of Representatives"
BARMM,TAWI-TAWI,"REYES, SHEPARD REGELLANA",1,PDPLBN,599,"179,131",0,2022,"Lone District, House of Representatives"
CAR,ABRA,"BERNOS, MENCHIE BERONILLA",1,NP,"122,344","122,344",1,2022,"Lone District, House of Representatives"
CAR,APAYAO,"BEGTANG, ELEANOR BULUT",0,PDPLBN,"50,503","50,503",1,2022,"Lone District, House of Representatives"
CAR,BENGUET,"YAP, ERIC GO",1,UBP,"123,801","201,620",1,2022,"Lone District, House of Representatives"
CAR,BENGUET,"PALANGDAN, VICTORIO TONGALOG",1,KBL,"71,200","201,620",0,2022,"Lone District, House of Representatives"
CAR,BENGUET,"PARAN, SAMSON CORTEZ",1,IND,"4,457","201,620",0,2022,"Lone District, House of Representatives"
CAR,BENGUET,"KEITH, THORRSSON MONTES",1,IND,"2,162","201,620",0,2022,"Lone District, House of Representatives"
CAR,CITY OF BAGUIO,"GO, MARQUEZ OCAMPO",1,NP,"99,372","132,303",1,2022,"Lone District, House of Representatives"
CAR,CITY OF BAGUIO,"ALIPING, NICASIO JR. MOCNANGAN",1,IND,"30,156","132,303",0,2022,"Lone District, House of Representatives"
CAR,CITY OF BAGUIO,"DUQUE, EDGARDO LIBUAN",1,IND,982,"132,303",0,2022,"Lone District, House of Representatives"
CAR,CITY OF BAGUIO,"WASAN, RAFAEL SALVADOR",1,PDDS,729,"132,303",0,2022,"Lone District, House of Representatives"
CAR,CITY OF BAGUIO,"DIAZ, REYNALDO JR. ZETA",1,IND,689,"132,303",0,2022,"Lone District, House of Representatives"
CAR,CITY OF BAGUIO,"ABANO, ALEXIS TORIBIO",1,IND,375,"132,303",0,2022,"Lone District, House of Representatives"
CAR,IFUGAO,"CHUNGALAO, SOLOMON RAMIREZ",1,NPC,"48,231","109,772",1,2022,"Lone District, House of Representatives"
CAR,IFUGAO,"BUYAGAWAN, MARIANO JR. BALAINO",1,PRP,"34,004","109,772",0,2022,"Lone District, House of Representatives"
CAR,IFUGAO,"BALITANG, EUGENE MARIANO",1,LDP,"27,227","109,772",0,2022,"Lone District, House of Representatives"
CAR,IFUGAO,"AYOC, NELSON BINWAG",1,IND,310,"109,772",0,2022,"Lone District, House of Representatives"
CAR,KALINGA,"MANGAOANG, ALLEN JESSE CAPUYAN",1,NP,"94,430","124,174",1,2022,"Lone District, House of Representatives"
CAR,KALINGA,"DICKPUS, ROY AGYAO",1,IND,"29,744","124,174",0,2022,"Lone District, House of Representatives"
CAR,MOUNTAIN PROVINCE,"DALOG, MAXIMO JR. YAWAN",1,NP,"52,927","94,364",1,2022,"Lone District, House of Representatives"
CAR,MOUNTAIN PROVINCE,"DOMINGUEZ, JUPITER COTO-ONG",1,LAKAS,"41,437","94,364",0,2022,"Lone District, House of Representatives"
NCR,MANILA,"DIONISIO, ERNESTO JR. MIJARES",1,ASENSO,"88,327","197,759",1,2022,"1st District, House of Representatives"
NCR,MANILA,"LOPEZ, MANUEL LUIS TANTOCO",1,PDPLBN,"74,991","197,759",0,2022,"1st District, House of Representatives"
NCR,MANILA,"ASILO, BENJAMIN DELA ROSA",1,LP,"34,441","197,759",0,2022,"1st District, House of Representatives"
NCR,MANILA,"VALERIANO, ROLANDO MAYODATO",1,NUP,"70,146","112,933",1,2022,"2nd District, House of Representatives"
NCR,MANILA,"LOPEZ, CARLO VILLONGCO",1,NP,"42,787","112,933",0,2022,"2nd District, House of Representatives"
NCR,MANILA,"CHUA, JOEL RESPALL",1,ASENSO,"68,946","101,724",1,2022,"3rd District, House of Representatives"
NCR,MANILA,"MORALES, RAMON DIAMA",1,PDPLBN,"31,030","101,724",0,2022,"3rd District, House of Representatives"
NCR,MANILA,"ARROÑO, CLARK FIELD III CHALIPE",1,IND,"1,748","101,724",0,2022,"3rd District, House of Representatives"
NCR,MANILA,"MACEDA, EDWARD VERA PEREZ",1,NPC,"90,075","122,723",1,2022,"4th District, House of Representatives"
NCR,MANILA,"BONOAN-DAVID, MARIA THERESA BRONDIAL",0,IND,"25,961","122,723",0,2022,"4th District, House of Representatives"
NCR,MANILA,"GABRIEL, CHRISTOPHER SANCHEZ",1,PRP,"6,687","122,723",0,2022,"4th District, House of Representatives"
NCR,MANILA,"TIENG, WILLIAM IRWIN CHUA",1,ASENSO,"83,286","163,331",1,2022,"5th District, House of Representatives"
NCR,MANILA,"BAGATSING, AMANDA CHRISTINA LAO",0,NUP,"80,045","163,331",0,2022,"5th District, House of Representatives"
NCR,MANILA,"ABANTE, BIENVENIDO JR. MIRANDO",1,NUP,"95,431","120,234",1,2022,"6th District, House of Representatives"
NCR,MANILA,"BILLANES, ROMUALDO MAPA",1,PRP,"22,221","120,234",0,2022,"6th District, House of Representatives"
NCR,MANILA,"SITYAR, ANTONIO II SADIA",1,IND,"2,582","120,234",0,2022,"6th District, House of Representatives"
NCR,LAS PIÑAS,"VILLAR, CAMILLE AGUILAR",0,NP,"130,812","214,812",1,2022,"Lone District, House of Representatives"
NCR,LAS PIÑAS,"REDOBLE, LUISITO DIEZ",1,KP,"65,751","214,812",0,2022,"Lone District, House of Representatives"
NCR,LAS PIÑAS,"GARDUQUE, FELIPE TAN II",1,IND,"18,249","214,812",0,2022,"Lone District, House of Representatives"
NCR,MAKATI,"PEÑA, ROMULO JR. VALDERAMA",1,LP,"146,131","154,036",1,2022,"1st District, House of Representatives"
NCR,MAKATI,"ANTONIO, MINNIE ALFAR",0,IND,"4,801","154,036",0,2022,"1st District, House of Representatives"
NCR,MAKATI,"SEVILLA, FERDINAND TABTAB",1,IND,"3,104","154,036",0,2022,"1st District, House of Representatives"
NCR,MAKATI,"CAMPOS, LUIS JOSE ANGEL NAKPIL",1,NPC,"164,948","179,786",1,2022,"2nd District, House of Representatives"
NCR,MAKATI,"OPOC, RICARDO LIGUTAN",1,IND,"14,838","179,786",0,2022,"2nd District, House of Representatives"
NCR,MUNTINLUPA,"FRESNEDI, JAIME DELA ROSA",0,LP,"183,085","235,615",1,2022,"Lone District, House of Representatives"
NCR,MUNTINLUPA,"GARING, SILVERIO RAYMUNDO",1,PDPLBN,"52,530","235,615",0,2022,"Lone District, House of Representatives"
NCR,PARAÑAQUE,"OLIVAREZ, EDWIN DE LEON",1,PDPLBN,"91,241","101,195",1,2022,"1st District, House of Representatives"
NCR,PARAÑAQUE,"MORAL, JAY CABALQUINTO",1,AKSYON,"5,662","101,195",0,2022,"1st District, House of Representatives"
NCR,PARAÑAQUE,"MONTAÑO, PEDRO CARTAGENA",1,IND,"4,292","101,195",0,2022,"1st District, House of Representatives"
NCR,PARAÑAQUE,"TAMBUNTING, GUSTAVO SUAREZ",1,NUP,"82,357","155,703",1,2022,"2nd District, House of Representatives"
NCR,PARAÑAQUE,"MAGANDUGA, JOSEF CEA",1,AGILA,"73,346","155,703",0,2022,"2nd District, House of Representatives"
NCR,TAGUIG,"ZAMORA, AMPARO MARIA JORGE",0,NP,"121,179","176,268",1,2022,"Lone District, House of Representatives"
NCR,TAGUIG,"GONZALES, MICHELLE ANNE BALUYUT",0,PPP,"55,089","176,268",0,2022,"Lone District, House of Representatives"
NCR,TAGUIG - PATEROS,"CRUZ, RICARDO JR SAMONTE",1,NP,"99,059","181,732",1,2022,"Lone District, House of Representatives"
NCR,TAGUIG - PATEROS,"CERAFICA, ALLAN MENDIOLA",1,PPP,"82,673","181,732",0,2022,"Lone District, House of Representatives"
NCR,PASAY,"CALIXTO, ANTONINO GALLARDO",1,PDPLBN,"154,422","197,739",1,2022,"Lone District, House of Representatives"
NCR,PASAY,"ALAS, EFREN LANDAYAN",1,PRP,"19,106","197,739",0,2022,"Lone District, House of Representatives"
NCR,PASAY,"YABUT, RAMON GILBERTO II PUNONGBAYAN",1,IND,"14,926","197,739",0,2022,"Lone District, House of Representatives"
NCR,PASAY,"SATO, JOCELYN MENDOZA",0,PDR,"9,285","197,739",0,2022,"Lone District, House of Representatives"
NCR,MANDALUYONG,"GONZALES, NEPTALI II MEDINA",0,NUP,"132,558","169,556",1,2022,"Lone District, House of Representatives"
NCR,MANDALUYONG,"RESURRECCION, EDMUND ENDAYA",1,AKSYON,"36,998","169,556",0,2022,"Lone District, House of Representatives"
NCR,MARIKINA,"TEODORO, MARJORIE ANN ANG",0,UNA,"68,572","93,156",1,2022,"1st District, House of Representatives"
NCR,MARIKINA,"CADIZ, JOSE FABIAN IMPERIAL",1,NPC,"24,584","93,156",0,2022,"1st District, House of Representatives"
NCR,MARIKINA,"QUIMBO, STELLA LUZ ALABASTRO",0,LP,"103,108","124,676",1,2022,"2nd District, House of Representatives"
NCR,MARIKINA,"DE GUZMAN, DEL REYES",1,AKSYON,"20,674","124,676",0,2022,"2nd District, House of Representatives"
NCR,MARIKINA,"ARCE, MAURO DELA ROSA",1,KBL,894,"124,676",0,2022,"2nd District, House of Representatives"
NCR,PASIG,"ROMULO, ROMAN TECSON",1,IND,"304,157","362,565",1,2022,"Lone District, House of Representatives"
NCR,PASIG,"EUSEBIO, RICHARD CRUZ",1,NP,"54,431","362,565",0,2022,"Lone District, House of Representatives"
NCR,PASIG,"MALIUANAG, REX BUGAYONG",1,IND,"3,977","362,565",0,2022,"Lone District, House of Representatives"
NCR,SAN JUAN,"ZAMORA, YSABEL MARIA JORGE",0,PDPLBN,"49,334","76,467",1,2022,"Lone District, House of Representatives"
NCR,SAN JUAN,"EJERCITO, JANNAH ALTAREJOS",0,NPC,"27,133","76,467",1,2022,"Lone District, House of Representatives"
NCR,QUEZON CITY,"ATAYDE, JUAN CARLOS CAMPO",1,IND,"112,457","168,224",1,2022,"1st District, House of Representatives"
NCR,QUEZON CITY,"CRISOLOGO, ANTHONY PETER DARIO",1,LAKAS,"52,910","168,224",0,2022,"1st District, House of Representatives"
NCR,QUEZON CITY,"DEE, MARCUS AURELIUS ANG",1,IND,"2,857","168,224",0,2022,"1st District, House of Representatives"
NCR,QUEZON CITY,"TULFO, RALPH WENDEL PUA",1,IND,"127,238","236,476",1,2022,"2nd District, House of Representatives"
NCR,QUEZON CITY,"CASTELO, MARI GRACE PRECIOSA HIPOLITO",0,LAKAS,"96,565","236,476",0,2022,"2nd District, House of Representatives"
NCR,QUEZON CITY,"GARCIA, VIRGILIO REYES",1,IND,"6,231","236,476",0,2022,"2nd District, House of Representatives"
NCR,QUEZON CITY,"CALONGE, DIOSDADO VILLAR",1,IND,"3,533","236,476",0,2022,"2nd District, House of Representatives"
NCR,QUEZON CITY,"DAVID, HENRIC DIMAGIBA",1,IND,"1,806","236,476",0,2022,"2nd District, House of Representatives"
NCR,QUEZON CITY,"GADOR, RAUL SANCHEZ",1,IND,"1,103","236,476",0,2022,"2nd District, House of Representatives"
NCR,QUEZON CITY,"PUMAREN, FRANZ SANTOS",1,NUP,"64,177","126,634",1,2022,"3rd District, House of Representatives"
NCR,QUEZON CITY,"REYES, ALLAN BENEDICT SANTANA",1,NPC,"60,038","126,634",0,2022,"3rd District, House of Representatives"
NCR,QUEZON CITY,"DIGNADICE, JESSIE CAPARIÑO",0,IND,"2,419","126,634",0,2022,"3rd District, House of Representatives"
NCR,QUEZON CITY,"RILLO, MARVIN DE CASTRO",1,LAKAS,"83,517","165,086",1,2022,"4th District, House of Representatives"
NCR,QUEZON CITY,"SUNTAY, JESUS CABOCHAN",1,PDPLBN,"81,569","165,086",0,2022,"4th District, House of Representatives"
NCR,QUEZON CITY,"VARGAS, PATRICK MICHAEL DUMLAO",1,PDPLBN,"104,869","206,872",1,2022,"5th District, House of Representatives"
NCR,QUEZON CITY,"LIN, ROSE NONO",0,LAKAS,"73,508","206,872",0,2022,"5th District, House of Representatives"
NCR,QUEZON CITY,"SUSANO, MARY ANN LABORERO",0,PFP,"14,760","206,872",0,2022,"5th District, House of Representatives"
NCR,QUEZON CITY,"ESPLANA, CATHERINE MANABAT",0,IND,"8,557","206,872",0,2022,"5th District, House of Representatives"
NCR,QUEZON CITY,"ORTEGA, ANTONIO TAGAO",1,IND,"2,803","206,872",0,2022,"5th District, House of Representatives"
NCR,QUEZON CITY,"SANCHEZ, ROSE LYNN VELASCO",0,IND,"1,901","206,872",0,2022,"5th District, House of Representatives"
NCR,QUEZON CITY,"RUSTIA, ANGEL JR. MANALO",1,IND,474,"206,872",0,2022,"5th District, House of Representatives"
NCR,QUEZON CITY,"PILAR, MA.VICTORIA CO",0,NUP,"99,544","165,878",1,2022,"6th District, House of Representatives"
NCR,QUEZON CITY,"CRISOLOGO, VINCENT PICHAY",1,LAKAS,"55,919","165,878",0,2022,"6th District, House of Representatives"
NCR,QUEZON CITY,"VELASCO-CATERA, TRICIA NICOLE QUINTO",0,PDPLBN,"10,415","165,878",0,2022,"6th District, House of Representatives"
NCR,NAVOTAS,"TIANGCO, TOBIAS REYNALD MARCELO",1,NVTEÑO,"79,505","126,496",1,2022,"Lone District, House of Representatives"
NCR,NAVOTAS,"CRUZ, LUTGARDO VILLEGAS",1,AKSYON,"46,991","126,496",0,2022,"Lone District, House of Representatives"
NCR,CALOOCAN,"MALAPITAN, OSCAR GONZALES",1,NP,"195,705","263,516",1,2022,"1st District, House of Representatives"
NCR,CALOOCAN,"NUBLA-SAN BUENAVENTURA, MARYLOU ZAMUCO",0,AKSYON,"63,604","263,516",0,2022,"1st District, House of Representatives"
NCR,CALOOCAN,"VIOLETA, DELA CRUZ VILLANUEVA",0,IND,"4,207","263,516",0,2022,"1st District, House of Representatives"
NCR,CALOOCAN,"CAJAYON-UY, MARY MITZI LIM",0,PDPLBN,"63,669","180,871",1,2022,"2nd District, House of Representatives"
